measure_utc_dt	measure_date	measure_utc_time	g_0	g_41	d_0	b	w_vel	w_dir	helios_t_amb	v_viento	d_viento	temp_air	rad_dir	ele_sol	ori_sol	top	mid	bot	cal_top	cal_mid	cal_bot	pres_aire
2019-03-31 21:30:00+02:00	2019-03-31	21:30:00+02:00	0.0	0.0	0.0	0.03	0.0	-0.17	-37.5	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2019-03-31 21:31:00+02:00	2019-03-31	21:31:00+02:00	0.0	0.0	0.0	0.11	0.0	0.34	-37.5	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2019-03-31 21:32:00+02:00	2019-03-31	21:32:00+02:00	0.0	0.0	0.0	0.0	0.0	0.15	-37.5	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2019-03-31 21:33:00+02:00	2019-03-31	21:33:00+02:00	0.0	0.0	0.0	0.01	0.0	0.54	-37.5	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2019-03-31 21:34:00+02:00	2019-03-31	21:34:00+02:00	0.0	0.0	0.0	0.0	0.0	-0.11	-37.5	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2019-03-31 21:35:00+02:00	2019-03-31	21:35:00+02:00	0.0	0.0	0.0	0.0	0.0	-0.18	-37.5	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2019-03-31 21:36:00+02:00	2019-03-31	21:36:00+02:00	0.0	0.0	0.0	0.0	0.0	0.06	-37.5	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2019-03-31 21:37:00+02:00	2019-03-31	21:37:00+02:00	0.0	0.0	0.0	0.0	0.0	0.09	-37.5	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2019-03-31 21:38:00+02:00	2019-03-31	21:38:00+02:00	0.0	0.0	0.0	0.0	0.0	0.17	-37.5	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2019-03-31 21:39:00+02:00	2019-03-31	21:39:00+02:00	0.0	0.0	0.0	0.0	0.0	-0.24	-37.5	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2019-03-31 21:40:00+02:00	2019-03-31	21:40:00+02:00	0.0	0.0	0.0	0.0	0.0	0.17	-37.5	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2019-03-31 21:41:00+02:00	2019-03-31	21:41:00+02:00	0.0	0.0	0.0	0.0	0.0	0.45	-37.5	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2019-03-31 21:42:00+02:00	2019-03-31	21:42:00+02:00	0.0	0.0	0.0	0.0	0.0	0.34	-37.5	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2019-03-31 21:43:00+02:00	2019-03-31	21:43:00+02:00	0.0	0.0	0.0	0.0	0.0	0.58	-37.5	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2019-03-31 21:44:00+02:00	2019-03-31	21:44:00+02:00	0.0	0.0	0.0	0.0	0.0	0.36	-37.5	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2019-03-31 21:45:00+02:00	2019-03-31	21:45:00+02:00	0.0	0.0	0.0	0.0	0.0	0.35	-37.5	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2019-03-31 21:46:00+02:00	2019-03-31	21:46:00+02:00	0.0	0.0	0.0	0.03	0.0	-0.15	-37.5	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2019-03-31 21:47:00+02:00	2019-03-31	21:47:00+02:00	0.0	0.0	0.0	0.03	0.0	-0.06	-37.5	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2019-03-31 21:48:00+02:00	2019-03-31	21:48:00+02:00	0.0	0.0	0.0	0.0	0.0	0.46	-37.5	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2019-03-31 21:49:00+02:00	2019-03-31	21:49:00+02:00	0.0	0.0	0.0	0.0	0.0	-0.04	-37.5	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2019-03-31 21:50:00+02:00	2019-03-31	21:50:00+02:00	0.0	0.0	0.0	0.0	0.0	0.32	-37.5	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2019-03-31 21:51:00+02:00	2019-03-31	21:51:00+02:00	0.0	0.0	0.0	0.0	0.0	0.62	-37.5	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2019-03-31 21:52:00+02:00	2019-03-31	21:52:00+02:00	0.0	0.0	0.0	0.0	0.0	0.34	-37.5	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2019-03-31 21:53:00+02:00	2019-03-31	21:53:00+02:00	0.0	0.0	0.0	0.0	0.0	0.54	-37.5	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2019-03-31 21:54:00+02:00	2019-03-31	21:54:00+02:00	0.0	0.0	0.0	0.0	0.0	0.43	-37.5	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2019-03-31 21:55:00+02:00	2019-03-31	21:55:00+02:00	0.0	0.0	0.0	0.0	0.0	-0.02	-37.5	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2019-03-31 21:56:00+02:00	2019-03-31	21:56:00+02:00	0.0	0.0	0.0	0.0	0.0	-0.25	-37.5	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2019-03-31 21:57:00+02:00	2019-03-31	21:57:00+02:00	0.0	0.0	0.0	0.0	0.0	0.01	-37.5	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2019-03-31 21:58:00+02:00	2019-03-31	21:58:00+02:00	0.0	0.0	0.0	0.0	0.0	0.31	-37.5	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2019-03-31 21:59:00+02:00	2019-03-31	21:59:00+02:00	0.0	0.0	0.0	0.0	0.0	0.46	-37.5	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2019-03-31 22:00:00+02:00	2019-03-31	22:00:00+02:00	0.0	0.0	0.0	0.0	0.0	0.5	-37.5	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2019-03-31 22:01:00+02:00	2019-03-31	22:01:00+02:00	0.0	0.0	0.0	0.0	0.0	0.13	-37.5	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2019-03-31 22:02:00+02:00	2019-03-31	22:02:00+02:00	0.0	0.0	0.0	0.0	0.0	0.22	-37.5	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2019-03-31 22:03:00+02:00	2019-03-31	22:03:00+02:00	0.0	0.0	0.0	0.0	0.0	-0.13	-37.5	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2019-03-31 22:04:00+02:00	2019-03-31	22:04:00+02:00	0.0	0.0	0.0	0.0	0.0	-0.22	-37.5	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2019-03-31 22:05:00+02:00	2019-03-31	22:05:00+02:00	0.0	0.0	0.0	0.0	0.0	0.23	-37.5	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2019-03-31 22:06:00+02:00	2019-03-31	22:06:00+02:00	0.0	0.0	0.0	0.0	0.0	0.08	-37.5	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2019-03-31 22:07:00+02:00	2019-03-31	22:07:00+02:00	0.0	0.0	0.0	0.0	0.0	-0.16	-37.5	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2019-03-31 22:08:00+02:00	2019-03-31	22:08:00+02:00	0.0	0.0	0.0	0.0	0.0	-0.31	-37.5	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2019-03-31 22:09:00+02:00	2019-03-31	22:09:00+02:00	0.0	0.0	0.0	0.0	0.0	0.32	-37.5	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2019-03-31 22:10:00+02:00	2019-03-31	22:10:00+02:00	0.0	0.0	0.0	0.0	0.0	0.45	-37.5	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2019-03-31 22:11:00+02:00	2019-03-31	22:11:00+02:00	0.0	0.0	0.0	0.0	0.0	0.22	-37.5	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2019-03-31 22:12:00+02:00	2019-03-31	22:12:00+02:00	0.0	0.0	0.0	0.0	0.0	0.27	-37.5	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2019-03-31 22:13:00+02:00	2019-03-31	22:13:00+02:00	0.0	0.0	0.0	0.0	0.0	-0.22	-37.5	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2019-03-31 22:14:00+02:00	2019-03-31	22:14:00+02:00	0.0	0.0	0.0	0.0	0.0	-0.16	-37.5	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2019-03-31 22:15:00+02:00	2019-03-31	22:15:00+02:00	0.0	0.0	0.0	0.0	0.0	-0.23	-37.5	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2019-03-31 22:16:00+02:00	2019-03-31	22:16:00+02:00	0.0	0.0	0.0	0.0	0.0	0.29	-37.5	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2019-03-31 22:17:00+02:00	2019-03-31	22:17:00+02:00	0.0	0.0	0.0	0.0	0.0	-0.14	-37.5	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2019-03-31 22:18:00+02:00	2019-03-31	22:18:00+02:00	0.0	0.0	0.0	0.0	0.0	0.34	-37.5	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2019-03-31 22:19:00+02:00	2019-03-31	22:19:00+02:00	0.0	0.0	0.0	0.0	0.0	-0.07	-37.5	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2019-03-31 22:20:00+02:00	2019-03-31	22:20:00+02:00	0.0	0.0	0.0	0.0	0.0	0.41	-37.5	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2019-03-31 22:21:00+02:00	2019-03-31	22:21:00+02:00	0.0	0.0	0.0	0.0	0.0	0.18	-37.5	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2019-03-31 22:22:00+02:00	2019-03-31	22:22:00+02:00	0.0	0.0	0.0	0.0	0.0	0.31	-37.5	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2019-03-31 22:23:00+02:00	2019-03-31	22:23:00+02:00	0.0	0.0	0.0	0.0	0.0	-0.25	-37.5	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2019-03-31 22:24:00+02:00	2019-03-31	22:24:00+02:00	0.0	0.0	0.0	0.0	0.0	0.3	-37.5	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2019-03-31 22:25:00+02:00	2019-03-31	22:25:00+02:00	0.0	0.0	0.0	0.0	0.0	-0.09	-37.5	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2019-03-31 22:26:00+02:00	2019-03-31	22:26:00+02:00	0.0	0.0	0.0	0.0	0.0	0.15	-37.5	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2019-03-31 22:27:00+02:00	2019-03-31	22:27:00+02:00	0.0	0.0	0.0	0.0	0.0	0.25	-37.5	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2019-03-31 22:28:00+02:00	2019-03-31	22:28:00+02:00	0.0	0.0	0.0	0.0	0.0	-0.26	-37.5	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2019-03-31 22:29:00+02:00	2019-03-31	22:29:00+02:00	0.0	0.0	0.0	0.0	0.0	-0.32	-37.5	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2019-03-31 22:30:00+02:00	2019-03-31	22:30:00+02:00	0.0	0.0	0.0	0.0	0.0	-0.32	-37.5	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2019-03-31 22:31:00+02:00	2019-03-31	22:31:00+02:00	0.0	0.0	0.0	0.0	0.0	-0.34	-37.5	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2019-03-31 22:32:00+02:00	2019-03-31	22:32:00+02:00	0.0	0.0	0.0	0.0	0.0	0.22	-37.5	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2019-03-31 22:33:00+02:00	2019-03-31	22:33:00+02:00	0.0	0.0	0.0	0.0	0.0	0.28	-37.5	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2019-03-31 22:34:00+02:00	2019-03-31	22:34:00+02:00	0.0	0.0	0.0	0.0	0.0	0.54	-37.5	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2019-03-31 22:35:00+02:00	2019-03-31	22:35:00+02:00	0.0	0.0	0.0	0.0	0.0	0.41	-37.5	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2019-03-31 22:36:00+02:00	2019-03-31	22:36:00+02:00	0.0	0.0	0.0	0.0	0.0	-0.04	-37.5	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2019-03-31 22:37:00+02:00	2019-03-31	22:37:00+02:00	0.0	0.0	0.0	0.0	0.0	-0.22	-37.5	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2019-03-31 22:38:00+02:00	2019-03-31	22:38:00+02:00	0.0	0.0	0.0	0.0	0.0	0.27	-37.5	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2019-03-31 22:39:00+02:00	2019-03-31	22:39:00+02:00	0.0	0.0	0.0	0.0	0.0	0.54	-37.5	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2019-03-31 22:40:00+02:00	2019-03-31	22:40:00+02:00	0.0	0.0	0.0	0.0	0.0	0.59	-37.5	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2019-03-31 22:41:00+02:00	2019-03-31	22:41:00+02:00	0.0	0.0	0.0	0.0	0.0	-0.03	-37.5	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2019-03-31 22:42:00+02:00	2019-03-31	22:42:00+02:00	0.0	0.0	0.0	0.0	0.0	-0.23	-37.5	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2019-03-31 22:43:00+02:00	2019-03-31	22:43:00+02:00	0.0	0.0	0.0	0.0	0.0	0.03	-37.5	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2019-03-31 22:44:00+02:00	2019-03-31	22:44:00+02:00	0.0	0.0	0.0	0.0	0.0	-0.13	-37.5	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2019-03-31 22:45:00+02:00	2019-03-31	22:45:00+02:00	0.0	0.0	0.0	0.0	0.0	0.12	-37.5	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2019-03-31 22:46:00+02:00	2019-03-31	22:46:00+02:00	0.0	0.0	0.0	0.0	0.0	-0.01	-37.5	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2019-03-31 22:47:00+02:00	2019-03-31	22:47:00+02:00	0.0	0.0	0.0	0.0	0.0	0.23	-37.5	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2019-03-31 22:48:00+02:00	2019-03-31	22:48:00+02:00	0.0	0.0	0.0	0.0	0.0	0.02	-37.5	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2019-03-31 22:49:00+02:00	2019-03-31	22:49:00+02:00	0.0	0.0	0.0	0.0	0.0	0.31	-37.5	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2019-03-31 22:50:00+02:00	2019-03-31	22:50:00+02:00	0.0	0.0	0.0	0.0	0.0	0.47	-37.5	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2019-03-31 22:51:00+02:00	2019-03-31	22:51:00+02:00	0.0	0.0	0.0	0.0	0.0	0.02	-37.5	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2019-03-31 22:52:00+02:00	2019-03-31	22:52:00+02:00	0.0	0.0	0.0	0.0	0.0	-0.24	-37.5	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2019-03-31 22:53:00+02:00	2019-03-31	22:53:00+02:00	0.0	0.0	0.0	0.0	0.0	0.18	-37.5	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2019-03-31 22:54:00+02:00	2019-03-31	22:54:00+02:00	0.0	0.0	0.0	0.0	0.0	0.03	-37.5	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2019-03-31 22:55:00+02:00	2019-03-31	22:55:00+02:00	0.0	0.0	0.0	0.0	0.0	0.51	-37.5	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2019-03-31 22:56:00+02:00	2019-03-31	22:56:00+02:00	0.0	0.0	0.0	0.0	0.0	0.23	-37.5	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2019-03-31 22:57:00+02:00	2019-03-31	22:57:00+02:00	0.0	0.0	0.0	0.0	0.0	-0.27	-37.5	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2019-03-31 22:58:00+02:00	2019-03-31	22:58:00+02:00	0.0	0.0	0.0	0.0	0.0	-0.13	-37.5	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2019-03-31 22:59:00+02:00	2019-03-31	22:59:00+02:00	0.0	0.0	0.0	0.0	0.0	-0.01	-37.5	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2019-03-31 23:00:00+02:00	2019-03-31	23:00:00+02:00	0.0	0.0	0.0	0.0	0.0	0.42	-37.5	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2019-03-31 23:01:00+02:00	2019-03-31	23:01:00+02:00	0.0	0.0	0.0	0.0	0.0	0.11	-37.5	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2019-03-31 23:02:00+02:00	2019-03-31	23:02:00+02:00	0.0	0.0	0.0	0.0	0.0	-0.09	-37.5	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2019-03-31 23:03:00+02:00	2019-03-31	23:03:00+02:00	0.0	0.0	0.0	0.0	0.0	0.19	-37.5	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2019-03-31 23:04:00+02:00	2019-03-31	23:04:00+02:00	0.0	0.0	0.0	0.0	0.0	0.27	-37.5	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2019-03-31 23:05:00+02:00	2019-03-31	23:05:00+02:00	0.0	0.0	0.0	0.0	0.0	-0.1	-37.5	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2019-03-31 23:06:00+02:00	2019-03-31	23:06:00+02:00	0.0	0.0	0.0	0.0	0.0	-0.06	-37.5	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2019-03-31 23:07:00+02:00	2019-03-31	23:07:00+02:00	0.0	0.0	0.0	0.0	0.0	0.32	-37.5	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2019-03-31 23:08:00+02:00	2019-03-31	23:08:00+02:00	0.0	0.0	0.0	0.0	0.0	0.27	-37.5	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2019-03-31 23:09:00+02:00	2019-03-31	23:09:00+02:00	0.0	0.0	0.0	0.0	0.0	0.17	-37.5	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2019-03-31 23:10:00+02:00	2019-03-31	23:10:00+02:00	0.0	0.0	0.0	0.0	0.0	0.11	-37.5	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2019-03-31 23:11:00+02:00	2019-03-31	23:11:00+02:00	0.0	0.0	0.0	0.0	0.0	-0.08	-37.5	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2019-03-31 23:12:00+02:00	2019-03-31	23:12:00+02:00	0.0	0.0	0.0	0.0	0.0	-0.19	-37.5	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2019-03-31 23:13:00+02:00	2019-03-31	23:13:00+02:00	0.0	0.0	0.0	0.0	0.0	0.34	-37.5	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2019-03-31 23:14:00+02:00	2019-03-31	23:14:00+02:00	0.0	0.0	0.0	0.0	0.0	0.26	-37.5	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2019-03-31 23:15:00+02:00	2019-03-31	23:15:00+02:00	0.0	0.0	0.0	0.0	0.0	0.22	-37.5	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2019-03-31 23:16:00+02:00	2019-03-31	23:16:00+02:00	0.0	0.0	0.0	0.0	0.0	0.23	-37.5	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2019-03-31 23:17:00+02:00	2019-03-31	23:17:00+02:00	0.0	0.0	0.0	0.0	0.0	0.14	-37.5	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2019-03-31 23:18:00+02:00	2019-03-31	23:18:00+02:00	0.0	0.0	0.0	0.0	0.0	0.0	-37.5	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2019-03-31 23:19:00+02:00	2019-03-31	23:19:00+02:00	0.0	0.0	0.0	0.0	0.0	0.29	-37.5	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2019-03-31 23:20:00+02:00	2019-03-31	23:20:00+02:00	0.0	0.0	0.0	0.0	0.0	-0.1	-37.5	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2019-03-31 23:21:00+02:00	2019-03-31	23:21:00+02:00	0.0	0.0	0.0	0.0	0.0	-0.12	-37.5	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2019-03-31 23:22:00+02:00	2019-03-31	23:22:00+02:00	0.0	0.0	0.0	0.0	0.0	-0.34	-37.5	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2019-03-31 23:23:00+02:00	2019-03-31	23:23:00+02:00	0.0	0.0	0.0	0.0	0.0	0.2	-37.5	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2019-03-31 23:24:00+02:00	2019-03-31	23:24:00+02:00	0.0	0.0	0.0	0.0	0.0	0.43	-37.5	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2019-03-31 23:25:00+02:00	2019-03-31	23:25:00+02:00	0.0	0.0	0.0	0.0	0.0	0.5	-37.5	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2019-03-31 23:26:00+02:00	2019-03-31	23:26:00+02:00	0.0	0.0	0.0	0.0	0.0	0.03	-37.5	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2019-03-31 23:27:00+02:00	2019-03-31	23:27:00+02:00	0.0	0.0	0.0	0.0	0.0	0.51	-37.5	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2019-03-31 23:28:00+02:00	2019-03-31	23:28:00+02:00	0.0	0.0	0.0	0.0	0.0	0.5	-37.5	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2019-03-31 23:29:00+02:00	2019-03-31	23:29:00+02:00	0.0	0.0	0.0	0.0	0.0	-0.02	-37.5	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
